"Name","Type","Id","Native"
"Office 365 Groups Mail","connector","/providers/Microsoft.PowerApps/apis/shared_office365groupsmail","True"
"Office 365 Video","connector","/providers/Microsoft.PowerApps/apis/shared_office365video","True"
"OK dokument (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_okdokumentip","False"
"OMDb (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_omdbip","False"
"OneBlink","connector","/providers/Microsoft.PowerApps/apis/shared_oneblink","False"
"Oneflow","connector","/providers/Microsoft.PowerApps/apis/shared_oneflow","False"
"OneNote (Business)","connector","/providers/Microsoft.PowerApps/apis/shared_onenote","True"
"OneNote Consumer (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_onenotepersonalip","False"
"One-Time Secret (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_onetimesecretip","False"
"Oodrive Sign","connector","/providers/Microsoft.PowerApps/apis/shared_oodrivesign","False"
"OpenAI (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_openaiip","False"
"OpenCage Geocoding (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_opencagegeocodingip","False"
"Open Charge Map (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_openchargemapip","False"
"Open Experience","connector","/providers/Microsoft.PowerApps/apis/shared_openexperience","False"
"openFDA Drug (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_openfdadrugip","False"
"OpenLegacy IBM I (AS400)","connector","/providers/Microsoft.PowerApps/apis/shared_openlegacyibmias400","False"
"OpenLegacy IBM Mainframe","connector","/providers/Microsoft.PowerApps/apis/shared_openlegacyibmmainframe","False"
"OpenNEM (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_opennemip","False"
"OpenText Core Share by One Fox","connector","/providers/Microsoft.PowerApps/apis/shared_opentextcoreshare","False"
"OpenText Content Server by One Fox","connector","/providers/Microsoft.PowerApps/apis/shared_opentextcsbyonefox","False"
"OpenText eDOCS by One Fox","connector","/providers/Microsoft.PowerApps/apis/shared_opentextedocsbyonefox","False"
"OpenTrivaDatabase (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_opentriviadbip","False"
"OptiAPI","connector","/providers/Microsoft.PowerApps/apis/shared_optiapi","False"
"Oracle Database","connector","/providers/Microsoft.PowerApps/apis/shared_oracle","False"
"ORB Intelligence (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_orbintelligenceip","False"
"Ordnance Survey Places","connector","/providers/Microsoft.PowerApps/apis/shared_ordnancesurveyplaces","False"
"Originality.AI (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_originalityip","False"
"Otto.bot","connector","/providers/Microsoft.PowerApps/apis/shared_ottobot","False"
"Outlook.com","connector","/providers/Microsoft.PowerApps/apis/shared_outlook","False"
"Outlook Tasks","connector","/providers/Microsoft.PowerApps/apis/shared_outlooktasks","False"
"Owlbot (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_owlbotip","False"
"PagerDuty","connector","/providers/Microsoft.PowerApps/apis/shared_pagerduty","False"
"Pantry (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_pantryip","False"
"Panviva","connector","/providers/Microsoft.PowerApps/apis/shared_panviva","False"
"Parserr","connector","/providers/Microsoft.PowerApps/apis/shared_parserr","False"
"Parseur","connector","/providers/Microsoft.PowerApps/apis/shared_parseur","False"
"Partner Center Events","connector","/providers/Microsoft.PowerApps/apis/shared_partnercenterevents","False"
"Partner Center Referrals","connector","/providers/Microsoft.PowerApps/apis/shared_partnercenterref","False"
"PartnerLinq","connector","/providers/Microsoft.PowerApps/apis/shared_partnerlinq","False"
"Paylocity","connector","/providers/Microsoft.PowerApps/apis/shared_paylocity","False"
"PaySpace (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_payspaceip","False"
"PDF4me","connector","/providers/Microsoft.PowerApps/apis/shared_pdf4me","False"
"PDF4me Connect","connector","/providers/Microsoft.PowerApps/apis/shared_pdf4meconnect","False"
"PDF4me SwissQR","connector","/providers/Microsoft.PowerApps/apis/shared_pdf4meswissqr","False"
"PDF Blocks","connector","/providers/Microsoft.PowerApps/apis/shared_pdfblocks","False"
"PDFco","connector","/providers/Microsoft.PowerApps/apis/shared_pdfco","False"
"PDFcross","connector","/providers/Microsoft.PowerApps/apis/shared_pdfcross","False"
"Peltarion AI","connector","/providers/Microsoft.PowerApps/apis/shared_peltarion","False"
"Pexels (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_pexelsip","False"
"Philips HUE (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_philipshueip","False"
"Pilot Things","connector","/providers/Microsoft.PowerApps/apis/shared_pilotthings","False"
"Pinterest","connector","/providers/Microsoft.PowerApps/apis/shared_pinterest","False"
"Pipedrive","connector","/providers/Microsoft.PowerApps/apis/shared_pipedrive","False"
"PIPware KPIs","connector","/providers/Microsoft.PowerApps/apis/shared_pipwarekpis","False"
"Pitney Bowes Data Validation","connector","/providers/Microsoft.PowerApps/apis/shared_pitneybowes","False"
"Pivotal Tracker","connector","/providers/Microsoft.PowerApps/apis/shared_pivotaltracker","False"
"Pixel Encounter (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_pixelencounterip","False"
"PKIsigning","connector","/providers/Microsoft.PowerApps/apis/shared_pkisigning","False"
"Placedog (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_placedogip","False"
"Planner","connector","/providers/Microsoft.PowerApps/apis/shared_planner","False"
"Pling","connector","/providers/Microsoft.PowerApps/apis/shared_pling","False"
"Plivo","connector","/providers/Microsoft.PowerApps/apis/shared_plivo","False"
"Plumsail Documents","connector","/providers/Microsoft.PowerApps/apis/shared_plumsail","False"
"Plumsail Forms","connector","/providers/Microsoft.PowerApps/apis/shared_plumsailforms","False"
"Plumsail HelpDesk","connector","/providers/Microsoft.PowerApps/apis/shared_plumsailhelpdesk","False"
"Plumsail SP","connector","/providers/Microsoft.PowerApps/apis/shared_plumsailsp","False"
"Poka","connector","/providers/Microsoft.PowerApps/apis/shared_poka","False"
"Polaris PSA","connector","/providers/Microsoft.PowerApps/apis/shared_polarispsa","False"
"PoliteMail","connector","/providers/Microsoft.PowerApps/apis/shared_politemail","False"
"PostgreSQL","connector","/providers/Microsoft.PowerApps/apis/shared_postgresql","False"
"Postman (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_postmanip","False"
"Powell Teams","connector","/providers/Microsoft.PowerApps/apis/shared_powellteams","False"
"Power Apps for Admins","connector","/providers/Microsoft.PowerApps/apis/shared_powerappsforadmins","True"
"Power Apps for Makers","connector","/providers/Microsoft.PowerApps/apis/shared_powerappsforappmakers","True"
"Power Apps Notification","connector","/providers/Microsoft.PowerApps/apis/shared_powerappsnotification","True"
"Power Apps Notification V2","connector","/providers/Microsoft.PowerApps/apis/shared_powerappsnotificationv2","True"
"Power Assist","connector","/providers/Microsoft.PowerApps/apis/shared_powerassist","True"
"Power BI","connector","/providers/Microsoft.PowerApps/apis/shared_powerbi","True"
"Power Form 7","connector","/providers/Microsoft.PowerApps/apis/shared_powerform7","False"
"Power Platform for Admins","connector","/providers/Microsoft.PowerApps/apis/shared_powerplatformforadmins","True"
"Power Textor","connector","/providers/Microsoft.PowerApps/apis/shared_powertextor","False"
"PPM Express","connector","/providers/Microsoft.PowerApps/apis/shared_ppmexpress","False"
"PrexView (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_prexviewip","False"
"Priority Matrix","connector","/providers/Microsoft.PowerApps/apis/shared_prioritymatrix","False"
"Priority Matrix HIPAA","connector","/providers/Microsoft.PowerApps/apis/shared_prioritymatrixhipaa","False"
"Process Street","connector","/providers/Microsoft.PowerApps/apis/shared_processstreet","False"
"Progressus Advanced Projects","connector","/providers/Microsoft.PowerApps/apis/shared_progressusadvancedpr","False"
"Project Online","connector","/providers/Microsoft.PowerApps/apis/shared_projectonline","False"
"ProjectPlace","connector","/providers/Microsoft.PowerApps/apis/shared_projectplace","False"
"Project Roadmap","connector","/providers/Microsoft.PowerApps/apis/shared_projectroadmap","False"
"Projectum Present It","connector","/providers/Microsoft.PowerApps/apis/shared_projectum","False"
"Projectwise Share","connector","/providers/Microsoft.PowerApps/apis/shared_projectwiseshare","False"
"ProPublica Campaign Finance (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_propublicacampaignip","False"
"ProPublica Congress (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_propublicacongressip","False"
"ProPublica Nonprofit Explorer (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_propublicanonprofiip","False"
"Public 360","connector","/providers/Microsoft.PowerApps/apis/shared_public360","False"
"PUG Gamified Engagement","connector","/providers/Microsoft.PowerApps/apis/shared_puggamifiedengagement","False"
"Pure Leads","connector","/providers/Microsoft.PowerApps/apis/shared_pureleads","False"
"Pushcut","connector","/providers/Microsoft.PowerApps/apis/shared_pushcut","False"
"Quickbase (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_quickbaseip","False"
"QuickChart (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_quickchartip","False"
"Rainbird","connector","/providers/Microsoft.PowerApps/apis/shared_rainbird","False"
"RAPID Platform","connector","/providers/Microsoft.PowerApps/apis/shared_rapidplatform","False"
"Rarible (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_raribleip","False"
"Reachability (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_reachabilityip","False"
"Readwise (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_readwiseip","False"
"Rebrandly (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_rebrandlyip","False"
"Rebrickable (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_rebrickableip","False"
"Recorded Future","connector","/providers/Microsoft.PowerApps/apis/shared_recordedfuture","False"
"Recorded Future Identity","connector","/providers/Microsoft.PowerApps/apis/shared_recordedfutureidenti","False"
"Recorded Future V2","connector","/providers/Microsoft.PowerApps/apis/shared_recordedfuturev2","False"
"Redmine","connector","/providers/Microsoft.PowerApps/apis/shared_redmine","False"
"Refuge Restrooms (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_refugerestroomsip","False"
"RegexFlow Regular Expression","connector","/providers/Microsoft.PowerApps/apis/shared_regexflowregularexpr","False"
"RegEx Matching (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_regexmatchingip","False"
"RegoLink for Clarity PPM","connector","/providers/Microsoft.PowerApps/apis/shared_regolink","False"
"ReliefWeb (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_reliefwebip","False"
"Rencore Code","connector","/providers/Microsoft.PowerApps/apis/shared_rencore","False"
"Rencore Governance","connector","/providers/Microsoft.PowerApps/apis/shared_rencoregovernance","False"
"Replicate (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_replicateip","False"
"Replicon","connector","/providers/Microsoft.PowerApps/apis/shared_replicon","False"
"Resco Cloud","connector","/providers/Microsoft.PowerApps/apis/shared_rescocloud","False"
"RescueGroups (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_rescuegroupsip","False"
"REST Countries (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_restcountriesip","False"
"Revelation helpdesk","connector","/providers/Microsoft.PowerApps/apis/shared_revelationhelpdesk","False"
"ReversingLabs Intelligence","connector","/providers/Microsoft.PowerApps/apis/shared_reversinglabsintelligence","False"
"Revue (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_revueip","False"
"Rijksmuseum (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_rijksmuseumip","False"
"Rijksoverheid (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_rijksoverheidip","False"
"RiskIQ Digital Footprint","connector","/providers/Microsoft.PowerApps/apis/shared_riskiqdigitalfootprint","False"
"RiskIQ","connector","/providers/Microsoft.PowerApps/apis/shared_riskiqintelligence","False"
"RiskIQ Illuminate","connector","/providers/Microsoft.PowerApps/apis/shared_riskiqpassivetotal","False"
"Robohash (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_robohaship","False"
"Robolytix","connector","/providers/Microsoft.PowerApps/apis/shared_robolytix","False"
"Robots for Power BI","connector","/providers/Microsoft.PowerApps/apis/shared_robotsforpowerbi","False"
"Ron Swanson Quotes (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_ronswansonquotesip","False"
"r/SpaceX (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_rspacexip","False"
"RSS","connector","/providers/Microsoft.PowerApps/apis/shared_rss","False"
"iAuditor","connector","/providers/Microsoft.PowerApps/apis/shared_safetyculture","False"
"SAP ERP","connector","/providers/Microsoft.PowerApps/apis/shared_saperp","False"
"SAS Decisioning","connector","/providers/Microsoft.PowerApps/apis/shared_sasdecisioning","False"
"Schiphol Airport (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_schipholairportip","False"
"SchoolDigger (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_schooldiggerip","False"
"Scrive eSign","connector","/providers/Microsoft.PowerApps/apis/shared_scriveesign","False"
"SECIB","connector","/providers/Microsoft.PowerApps/apis/shared_secib","False"
"ScanCloud","connector","/providers/Microsoft.PowerApps/apis/shared_secplugscan","False"
"Secret Server","connector","/providers/Microsoft.PowerApps/apis/shared_secretserver","False"
"Secure Code Warrior (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_securecodewarrior","False"
"DataMotion","connector","/providers/Microsoft.PowerApps/apis/shared_securemessagedelivery","False"
"SeeBotRun - Link","connector","/providers/Microsoft.PowerApps/apis/shared_seebotrunlink","False"
"SeekTable","connector","/providers/Microsoft.PowerApps/apis/shared_seektable","False"
"Seismic","connector","/providers/Microsoft.PowerApps/apis/shared_seismic","False"
"Seismic Configuration","connector","/providers/Microsoft.PowerApps/apis/shared_seismicconfiguration","False"
"Seismic Content Discovery","connector","/providers/Microsoft.PowerApps/apis/shared_seismiccontentdiscov","False"
"Seismic Engagement","connector","/providers/Microsoft.PowerApps/apis/shared_seismicengagement","False"
"Seismic Livedoc","connector","/providers/Microsoft.PowerApps/apis/shared_seismiclivedoc","False"
"SendGrid","connector","/providers/Microsoft.PowerApps/apis/shared_sendgrid","False"
"Mail","connector","/providers/Microsoft.PowerApps/apis/shared_sendmail","False"
"Sendmode","connector","/providers/Microsoft.PowerApps/apis/shared_sendmode","False"
"Serverless360 BAM & Tracking","connector","/providers/Microsoft.PowerApps/apis/shared_serverless360","False"
"ServiceNow","connector","/providers/Microsoft.PowerApps/apis/shared_service-now","False"
"Service Bus","connector","/providers/Microsoft.PowerApps/apis/shared_servicebus","False"
"Service Objects","connector","/providers/Microsoft.PowerApps/apis/shared_serviceobjects","False"
"SerwerSMS","connector","/providers/Microsoft.PowerApps/apis/shared_serwersms","False"
"Sessionize (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_sessionizeip","False"
"SFTP","connector","/providers/Microsoft.PowerApps/apis/shared_sftp","False"
"SFTP - SSH","connector","/providers/Microsoft.PowerApps/apis/shared_sftpwithssh","False"
"Shadify (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_shadifyip","False"
"Share-Effect","connector","/providers/Microsoft.PowerApps/apis/shared_shareeffect","False"
"Shields.io (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_shieldsioip","False"
"Shifts for Microsoft Teams","connector","/providers/Microsoft.PowerApps/apis/shared_shifts","True"
"ShipStation IP (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_shipstationip","False"
"Short URL","connector","/providers/Microsoft.PowerApps/apis/shared_shorturl","False"
"ShortySMS (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_shortysmsip","False"
"Showcase Workshop","connector","/providers/Microsoft.PowerApps/apis/shared_showcaseworkshop","False"
"SHRTCODE (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_shrtcodeip","False"
"Sigma Conso CR","connector","/providers/Microsoft.PowerApps/apis/shared_sigmaconsocr","False"
"SigningHub","connector","/providers/Microsoft.PowerApps/apis/shared_signinghub","False"
"Derdack SIGNL4","connector","/providers/Microsoft.PowerApps/apis/shared_signl4","False"
"SignNow","connector","/providers/Microsoft.PowerApps/apis/shared_signnow","False"
"SignRequest","connector","/providers/Microsoft.PowerApps/apis/shared_signrequest","False"
"SignUpGenius (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_signupgeniusip","False"
"Skype for Business Online","connector","/providers/Microsoft.PowerApps/apis/shared_skypeforbiz","True"
"SkyPoint Cloud","connector","/providers/Microsoft.PowerApps/apis/shared_skypointcloud","False"
"Slack","connector","/providers/Microsoft.PowerApps/apis/shared_slack","False"
"Slascone","connector","/providers/Microsoft.PowerApps/apis/shared_slascone","False"
"Smarp","connector","/providers/Microsoft.PowerApps/apis/shared_smarp","False"
"SmartCOMM Doc-Gen ap10-sb","connector","/providers/Microsoft.PowerApps/apis/shared_smartcommondemanddoc","False"
"SmartDialog","connector","/providers/Microsoft.PowerApps/apis/shared_smartdialog","False"
"Smartsheet","connector","/providers/Microsoft.PowerApps/apis/shared_smartsheet","False"
"sms77io","connector","/providers/Microsoft.PowerApps/apis/shared_sms77io","False"
"SMSAPI","connector","/providers/Microsoft.PowerApps/apis/shared_smsapi","False"
"SMSLink","connector","/providers/Microsoft.PowerApps/apis/shared_smslink","False"
"SMS Wireless Services (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_smswirelessserviceip","False"
"SMTP","connector","/providers/Microsoft.PowerApps/apis/shared_smtp","False"
"Snowflake (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_snowflakeip","False"
"Sociabble","connector","/providers/Microsoft.PowerApps/apis/shared_sociabble","False"
"Soft1","connector","/providers/Microsoft.PowerApps/apis/shared_soft1","False"
"Softools","connector","/providers/Microsoft.PowerApps/apis/shared_softools","False"
"SOS Inventory (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_sosinventoryip","False"
"SparkPost","connector","/providers/Microsoft.PowerApps/apis/shared_sparkpost","False"
"Spinpanel","connector","/providers/Microsoft.PowerApps/apis/shared_spinpanel","False"
"Spoonacular Food (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_spoonacularfoodip","False"
"Spoonacular Meal Planner (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_spoonacularmealplaip","False"
"Spoonacular Recipe (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_spoonacularrecipeip","False"
"Spotify (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_spotifyip","False"
"Spring Global","connector","/providers/Microsoft.PowerApps/apis/shared_springglobal","False"
"Azure SQL Data Warehouse","connector","/providers/Microsoft.PowerApps/apis/shared_sqldw","True"
"Square Business (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_squarebusinessip","False"
"Square Payments (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_squarepaymentsip","False"
"Staffbase","connector","/providers/Microsoft.PowerApps/apis/shared_staffbase","False"
"StaffCircle","connector","/providers/Microsoft.PowerApps/apis/shared_staffcircle","False"
"Microsoft StaffHub","connector","/providers/Microsoft.PowerApps/apis/shared_staffhub","True"
"Star Wars (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_starwarsip","False"
"Stormboard","connector","/providers/Microsoft.PowerApps/apis/shared_stormboard","False"
"Storm Glass (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_stormglassip","False"
"Strava (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_stravaip","False"
"Stripe","connector","/providers/Microsoft.PowerApps/apis/shared_stripe","False"
"Studio Ghibli (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_studioghibliip","False"
"Survey123","connector","/providers/Microsoft.PowerApps/apis/shared_survey123","False"
"SurveyMonkey","connector","/providers/Microsoft.PowerApps/apis/shared_surveymonkey","False"
"Swagger Converter (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_swaggerconverterip","False"
"Synthesia (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_synthesiaip","False"
"TAGGUN Receipt OCR Scanning (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_taggunreceiptocrscip","False"
"Tago","connector","/providers/Microsoft.PowerApps/apis/shared_tago","False"
"Talkdesk","connector","/providers/Microsoft.PowerApps/apis/shared_talkdesk","False"
"Tallyfy","connector","/providers/Microsoft.PowerApps/apis/shared_tallyfy","False"
"TALXIS Data Feed","connector","/providers/Microsoft.PowerApps/apis/shared_talxisdatafeed","False"
"Taqnyat","connector","/providers/Microsoft.PowerApps/apis/shared_taqnyat","False"
"TDox","connector","/providers/Microsoft.PowerApps/apis/shared_tdox","False"
"Team Forms","connector","/providers/Microsoft.PowerApps/apis/shared_teamforms","False"
"Microsoft Teams","connector","/providers/Microsoft.PowerApps/apis/shared_teams","True"
"Teams-Spirit","connector","/providers/Microsoft.PowerApps/apis/shared_teamsspirit","False"
"Teamwork Projects","connector","/providers/Microsoft.PowerApps/apis/shared_teamwork","False"
"tegolySIGN","connector","/providers/Microsoft.PowerApps/apis/shared_tegolysign","False"
"Telegram Bot (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_telegrambotip","False"
"Telephony Xtended Serv Interf","connector","/providers/Microsoft.PowerApps/apis/shared_telephonyxtendedsrv","False"
"TeleSign SMS","connector","/providers/Microsoft.PowerApps/apis/shared_telesignsms","False"
"Teradata","connector","/providers/Microsoft.PowerApps/apis/shared_teradata","False"
"Tesseron ASM Basic Data","connector","/providers/Microsoft.PowerApps/apis/shared_tesseronasmbasicdata","False"
"Tesseron ASM Ticket","connector","/providers/Microsoft.PowerApps/apis/shared_tesseronasmticket","False"
"Text Request","connector","/providers/Microsoft.PowerApps/apis/shared_textrequest","False"
"The Br?nn?ysund Registries (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_thebronnoysundregistries","False"
"The Color (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_thecolorip","False"
"TheGoodAPI (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_thegoodapiip","False"
"The Lord of the Rings (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_thelordoftheringsip","False"
"TheMealDB (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_themealdbip","False"
"The SMS Works (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_thesmsworksip","False"
"The Weather Channel (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_theweatherchannelip","False"
"Ticketing.events","connector","/providers/Microsoft.PowerApps/apis/shared_ticketingevents","False"
"Tikit","connector","/providers/Microsoft.PowerApps/apis/shared_tikit","False"
"Tilkee","connector","/providers/Microsoft.PowerApps/apis/shared_tilkee","False"
"timeghost","connector","/providers/Microsoft.PowerApps/apis/shared_timeghost","False"
"Today in History (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_todayinhistoryip","False"
"Microsoft To-Do (Business)","connector","/providers/Microsoft.PowerApps/apis/shared_todo","True"
"Todoist","connector","/providers/Microsoft.PowerApps/apis/shared_todoist","False"
"Toggl Plan (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_togglplanip","False"
"Toodledo","connector","/providers/Microsoft.PowerApps/apis/shared_toodledo","False"
"TPC Portal","connector","/providers/Microsoft.PowerApps/apis/shared_tpcportal","False"
"Traction Guest","connector","/providers/Microsoft.PowerApps/apis/shared_tractionguest","False"
"Transform2All","connector","/providers/Microsoft.PowerApps/apis/shared_transform2all","False"
"Microsoft Translator V2","connector","/providers/Microsoft.PowerApps/apis/shared_translatorv2","True"
"Tree-Nation (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_treenationip","False"
"Trello","connector","/providers/Microsoft.PowerApps/apis/shared_trello","False"
"Tribal","connector","/providers/Microsoft.PowerApps/apis/shared_tribal","False"
"TRIGGERcmd","connector","/providers/Microsoft.PowerApps/apis/shared_triggercmd","False"
"TrueDialog SMS","connector","/providers/Microsoft.PowerApps/apis/shared_truedialogsms","False"
"Trustual","connector","/providers/Microsoft.PowerApps/apis/shared_trustual","False"
"QuickBooks Time (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_tsheetsquickbooksip","False"
"Tulip","connector","/providers/Microsoft.PowerApps/apis/shared_tulip","False"
"Tumblr (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_tumblrip","False"
"TuxMailer","connector","/providers/Microsoft.PowerApps/apis/shared_tuxmailer","False"
"Twilio","connector","/providers/Microsoft.PowerApps/apis/shared_twilio","False"
"Twitter","connector","/providers/Microsoft.PowerApps/apis/shared_twitter","False"
"TxtSync","connector","/providers/Microsoft.PowerApps/apis/shared_txtsync","False"
"tyntec 2FA","connector","/providers/Microsoft.PowerApps/apis/shared_tyntec2fa","False"
"tyntec Phone Verification","connector","/providers/Microsoft.PowerApps/apis/shared_tyntecportabilitycheck","False"
"tyntec SMS Business","connector","/providers/Microsoft.PowerApps/apis/shared_tyntecsms","False"
"tyntec Viber Business","connector","/providers/Microsoft.PowerApps/apis/shared_tyntecviber","False"
"tyntec WhatsApp Business","connector","/providers/Microsoft.PowerApps/apis/shared_tyntecwa","False"
"Typeform","connector","/providers/Microsoft.PowerApps/apis/shared_typeform","False"
"Uber Freight","connector","/providers/Microsoft.PowerApps/apis/shared_uberfreight","False"
"Ubiqod by Skiply","connector","/providers/Microsoft.PowerApps/apis/shared_ubiqodbyskiply","False"
"Udemy (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_udemyip","False"
"Desktop flows","connector","/providers/Microsoft.PowerApps/apis/shared_uiflow","True"
"UiPath Orchestrator","connector","/providers/Microsoft.PowerApps/apis/shared_uipathorchestrator","False"
"UK Bank Holidays (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_ukbankholidays","False"
"UK Check VAT (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_ukgovtcheckvatip","False"
"Unix Timestamp (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_unixtimestampip","False"
"Unofficial Netflix Search (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_unofficialnetflixsip","False"
"Unsplash (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_unsplaship","False"
"UrLBae (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_urlbaeip","False"
"USB4SAP","connector","/providers/Microsoft.PowerApps/apis/shared_usb4sap","False"
"UserVoice","connector","/providers/Microsoft.PowerApps/apis/shared_uservoice","False"
"USGS Earthquake Hazards (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_usgsearthquakehazaip","False"
"Vantage 365 Imaging","connector","/providers/Microsoft.PowerApps/apis/shared_vantage365imaging","False"
"Varuna","connector","/providers/Microsoft.PowerApps/apis/shared_varuna","False"
"Vena Solutions","connector","/providers/Microsoft.PowerApps/apis/shared_vena","False"
"Ventipix Asset and Inventory","connector","/providers/Microsoft.PowerApps/apis/shared_ventipixassetandinventory","False"
"Verified","connector","/providers/Microsoft.PowerApps/apis/shared_verified","False"
"Veteran Confirmation (Independent Publisher)","connector","/providers/Microsoft.PowerApps/apis/shared_veteransaffairsip","False"
"Viafirma","connector","/providers/Microsoft.PowerApps/apis/shared_viafirma","False"
